,Unnamed: 0,index,article,simpSent,standSent,typeOfMatch,predicted
4171,4171,8342,Alchemy,"The esoteric or occultist school , which arose during the nineteenth century , held ( and continues to hold ) the view that the substances and operations mentioned in alchemical literature are to be interpreted in a spiritual sense , and it downplays the role of the alchemy as a practical tradition or protoscience .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
4172,4172,8344,Alchemy,"The esoteric or occultist school , which arose during the nineteenth century , held ( and continues to hold ) the view that the substances and operations mentioned in alchemical literature are to be interpreted in a spiritual sense , and it downplays the role of the alchemy as a practical tradition or protoscience .",Alchemy is not a science any more .,0.0,0
4173,4173,8346,Alchemy,"The esoteric or occultist school , which arose during the nineteenth century , held ( and continues to hold ) the view that the substances and operations mentioned in alchemical literature are to be interpreted in a spiritual sense , and it downplays the role of the alchemy as a practical tradition or protoscience .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
4174,4174,8348,Alchemy,"The esoteric or occultist school , which arose during the nineteenth century , held ( and continues to hold ) the view that the substances and operations mentioned in alchemical literature are to be interpreted in a spiritual sense , and it downplays the role of the alchemy as a practical tradition or protoscience .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
4175,4175,8350,Alchemy,"The esoteric or occultist school , which arose during the nineteenth century , held ( and continues to hold ) the view that the substances and operations mentioned in alchemical literature are to be interpreted in a spiritual sense , and it downplays the role of the alchemy as a practical tradition or protoscience .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
4176,4176,8352,Alchemy,"The esoteric or occultist school , which arose during the nineteenth century , held ( and continues to hold ) the view that the substances and operations mentioned in alchemical literature are to be interpreted in a spiritual sense , and it downplays the role of the alchemy as a practical tradition or protoscience .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
4177,4177,8354,Alchemy,"The esoteric or occultist school , which arose during the nineteenth century , held ( and continues to hold ) the view that the substances and operations mentioned in alchemical literature are to be interpreted in a spiritual sense , and it downplays the role of the alchemy as a practical tradition or protoscience .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
4178,4178,8356,Alchemy,"The esoteric or occultist school , which arose during the nineteenth century , held ( and continues to hold ) the view that the substances and operations mentioned in alchemical literature are to be interpreted in a spiritual sense , and it downplays the role of the alchemy as a practical tradition or protoscience .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
4179,4179,8358,Alchemy,"The esoteric or occultist school , which arose during the nineteenth century , held ( and continues to hold ) the view that the substances and operations mentioned in alchemical literature are to be interpreted in a spiritual sense , and it downplays the role of the alchemy as a practical tradition or protoscience .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
4180,4180,8360,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
4181,4181,8362,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .",It is the study of transmutation .,0.0,0
4182,4182,8364,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .",It was first studied to learn how to change lead into gold .,0.0,0
4183,4183,8366,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .","It is similar to chemistry , but much older .",0.0,0
4184,4184,8368,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .",People who studied alchemy were called alchemists .,0.0,0
4185,4185,8370,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
4186,4186,8372,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
4187,4187,8374,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
4188,4188,8376,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
4189,4189,8378,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
4190,4190,8380,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
4191,4191,8382,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
4192,4192,8384,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .",Alchemy is not a science any more .,0.0,0
4193,4193,8386,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
4194,4194,8388,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
4195,4195,8390,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
4196,4196,8392,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
4197,4197,8394,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
4198,4198,8396,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
4199,4199,8398,Alchemy,"This interpretation further forwarded the view that alchemy is an art primarily concerned with spiritual enlightenment or illumination , as opposed to the physical manipulation of apparatus and chemicals , and claims that the obscure language of the alchemical texts were an allegorical guise for spiritual , moral or mystical processes .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
4200,4200,8400,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
4201,4201,8402,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .",It is the study of transmutation .,0.0,0
4202,4202,8404,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .",It was first studied to learn how to change lead into gold .,0.0,0
4203,4203,8406,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .","It is similar to chemistry , but much older .",0.0,0
4204,4204,8408,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .",People who studied alchemy were called alchemists .,0.0,0
4205,4205,8410,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
4206,4206,8412,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
4207,4207,8414,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
4208,4208,8416,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
4209,4209,8418,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
4210,4210,8420,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
4211,4211,8422,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
4212,4212,8424,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .",Alchemy is not a science any more .,0.0,0
4213,4213,8426,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
4214,4214,8428,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
4215,4215,8430,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
4216,4216,8432,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
4217,4217,8434,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
4218,4218,8436,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
4219,4219,8438,Alchemy,"In the nineteenth century revival of alchemy , the two most seminal figures were Mary Anne Atwood , and Ethan Allen Hitchcock who independently published similar works regarding spiritual alchemy .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
4220,4220,8440,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
4221,4221,8442,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''",It is the study of transmutation .,0.0,0
4222,4222,8444,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''",It was first studied to learn how to change lead into gold .,0.0,0
4223,4223,8446,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''","It is similar to chemistry , but much older .",0.0,0
4224,4224,8448,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''",People who studied alchemy were called alchemists .,0.0,0
4225,4225,8450,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
4226,4226,8452,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
4227,4227,8454,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
4228,4228,8456,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
4229,4229,8458,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
4230,4230,8460,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
4231,4231,8462,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
4232,4232,8464,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''",Alchemy is not a science any more .,0.0,0
4233,4233,8466,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
4234,4234,8468,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
4235,4235,8470,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
4236,4236,8472,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
4237,4237,8474,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
4238,4238,8476,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
4239,4239,8478,Alchemy,"Both forwarded a completely esoteric view of alchemy , as Atwood claimed : `` No modern art or chemistry , notwithstanding all its surreptitious claims , has any thing in common with Alchemy . ''",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
4240,4240,8480,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
4241,4241,8482,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .",It is the study of transmutation .,0.0,0
4242,4242,8484,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .",It was first studied to learn how to change lead into gold .,0.0,0
4243,4243,8486,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .","It is similar to chemistry , but much older .",0.0,0
4244,4244,8488,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .",People who studied alchemy were called alchemists .,0.0,0
4245,4245,8490,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
4246,4246,8492,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
4247,4247,8494,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
4248,4248,8496,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
4249,4249,8498,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
4250,4250,8500,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
4251,4251,8502,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
4252,4252,8504,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .",Alchemy is not a science any more .,0.0,0
4253,4253,8506,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
4254,4254,8508,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0,0
4255,4255,8510,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0,0
4256,4256,8512,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0,0
4257,4257,8514,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0,0
4258,4258,8516,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0,0
4259,4259,8518,Alchemy,"Atwood 's work influenced subsequent authors of the occult revival including Eliphas Levi , Arthur Edward Waite , and Rudolf Steiner .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0,0
4260,4260,8520,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0,0
4261,4261,8522,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",It is the study of transmutation .,0.0,0
4262,4262,8524,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",It was first studied to learn how to change lead into gold .,0.0,0
4263,4263,8526,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .","It is similar to chemistry , but much older .",0.0,0
4264,4264,8528,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",People who studied alchemy were called alchemists .,0.0,0
4265,4265,8530,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",Alchemists in the Middle Ages often tried to make gold using things that were not gold .,0.0,0
4266,4266,8532,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",They also tried to make the Elixir of Life ( which would give the gift of immortality ) .,0.0,0
4267,4267,8534,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0,0
4268,4268,8536,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0,0
4269,4269,8538,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0,0
4270,4270,8540,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0,0
4271,4271,8542,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0,0
4272,4272,8544,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",Alchemy is not a science any more .,0.0,0
4273,4273,8546,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0,0
