,article,simpSent,StandSent,typeOfMatch,standSent
1065,Australia_national_football_team,"Joel Griffiths , Ahmad Elrich , Ljubo Milicevic , Tony Vidmar and Michael Thwaite were replaced by Joshua Kennedy , Mile Sterjovski , Michael Beauchamp , Craig Moore and Mark Milligan respectively .",,1,Josh Kennedy .
1069,Australia_national_football_team,"Joel Griffiths , Ahmad Elrich , Ljubo Milicevic , Tony Vidmar and Michael Thwaite were replaced by Joshua Kennedy , Mile Sterjovski , Michael Beauchamp , Craig Moore and Mark Milligan respectively .",,0,Mile Jedinak .
1070,Australia_national_football_team,"Joel Griffiths , Ahmad Elrich , Ljubo Milicevic , Tony Vidmar and Michael Thwaite were replaced by Joshua Kennedy , Mile Sterjovski , Michael Beauchamp , Craig Moore and Mark Milligan respectively .",,0,Lucas Neill .
1071,Australia_national_football_team,"Joel Griffiths , Ahmad Elrich , Ljubo Milicevic , Tony Vidmar and Michael Thwaite were replaced by Joshua Kennedy , Mile Sterjovski , Michael Beauchamp , Craig Moore and Mark Milligan respectively .",,0,Harry Kewell .
1072,Australia_national_football_team,"Joel Griffiths , Ahmad Elrich , Ljubo Milicevic , Tony Vidmar and Michael Thwaite were replaced by Joshua Kennedy , Mile Sterjovski , Michael Beauchamp , Craig Moore and Mark Milligan respectively .",,1,Craig Moore .
1073,Australia_national_football_team,"Joel Griffiths , Ahmad Elrich , Ljubo Milicevic , Tony Vidmar and Michael Thwaite were replaced by Joshua Kennedy , Mile Sterjovski , Michael Beauchamp , Craig Moore and Mark Milligan respectively .",,0,Scott Chipperfield .
1074,Australia_national_football_team,Australia 's second group match against Ghana resulted in a draw of 1-1 .,,0,"FIFA Rankings show the Australian National Football team is one of the strongest countries in Asia , and is currently ranked 20th in the world by FIFA ."
1075,Australia_national_football_team,Australia 's second group match against Ghana resulted in a draw of 1-1 .,,0,Australia made it to the round of 16 in the 2006 World Cup held in Germany and were knocked out in controversial circumstances by eventual champions Italy .
1076,Australia_national_football_team,Australia 's second group match against Ghana resulted in a draw of 1-1 .,,1,Australia 's 2010 world cup finals campaign was also blighted by controversial and mostly incorrect refereeing decisions and lead to the teams eventual elimination in the group stages despite a 2-1 win over a higher ranked Serbian team and a draw against Ghana .
1077,Australia_national_football_team,Australia 's second group match against Ghana resulted in a draw of 1-1 .,,0,Australia will now prepare for the Asian cup in early 2011 and the 2014 world cup qualification .
1078,Australia_national_football_team,Shane Lowry - Republic of Ireland U-17 and U-21 .,,0,"The Socceroos 2010 World Cup Squad , coached by Pim Verbeek , includes the following players : James Holland ."
1079,Australia_national_football_team,Shane Lowry - Republic of Ireland U-17 and U-21 .,,0,David Carney .
1080,Australia_national_football_team,Shane Lowry - Republic of Ireland U-17 and U-21 .,,1,Shane Lowry .
1081,Australia_national_football_team,Shane Lowry - Republic of Ireland U-17 and U-21 .,,0,Rhys Williams .
1082,Australia_national_football_team,"Defender Lucas Neill headed an own goal in the 8th minute , giving Liechtenstein the lead until Mile Sterjovski equalised in the 20th .",,0,Vince Grella .
1083,Australia_national_football_team,"Defender Lucas Neill headed an own goal in the 8th minute , giving Liechtenstein the lead until Mile Sterjovski equalised in the 20th .",,0,Tim Cahill .
1084,Australia_national_football_team,"Defender Lucas Neill headed an own goal in the 8th minute , giving Liechtenstein the lead until Mile Sterjovski equalised in the 20th .",,1,Lucas Neill .
1085,Australia_national_football_team,"Defender Lucas Neill headed an own goal in the 8th minute , giving Liechtenstein the lead until Mile Sterjovski equalised in the 20th .",,0,Harry Kewell .
1086,Australia_national_football_team,Rhys Williams - Wales U-21 .,,0,David Carney .
1087,Australia_national_football_team,Rhys Williams - Wales U-21 .,,0,Shane Lowry .
1088,Australia_national_football_team,Rhys Williams - Wales U-21 .,,1,Rhys Williams .
1089,Australia_national_football_team,Rhys Williams - Wales U-21 .,,0,Michael Beauchamp .
1090,Australia_national_football_team,"Shortly after , a goal-bound strike from Ghana 's Jonathan Mensah was blocked on the goal line by Harry Kewell 's upper arm , resulting in a penalty kick and a straight red card for Kewell .",,0,Tim Cahill .
1091,Australia_national_football_team,"Shortly after , a goal-bound strike from Ghana 's Jonathan Mensah was blocked on the goal line by Harry Kewell 's upper arm , resulting in a penalty kick and a straight red card for Kewell .",,0,Lucas Neill .
1092,Australia_national_football_team,"Shortly after , a goal-bound strike from Ghana 's Jonathan Mensah was blocked on the goal line by Harry Kewell 's upper arm , resulting in a penalty kick and a straight red card for Kewell .",,1,Harry Kewell .
1093,Australia_national_football_team,"Shortly after , a goal-bound strike from Ghana 's Jonathan Mensah was blocked on the goal line by Harry Kewell 's upper arm , resulting in a penalty kick and a straight red card for Kewell .",,0,Craig Moore .
1094,Australia_national_football_team,"Niko Kovac gave Croatia a 2-1 lead after halftime before Australia equalised again through Harry Kewell ( 79 ' ) in a moment described by SBS broadcast commentator Simon Hill as `` well , it just had to be Harry '' .",,0,Tim Cahill .
1095,Australia_national_football_team,"Niko Kovac gave Croatia a 2-1 lead after halftime before Australia equalised again through Harry Kewell ( 79 ' ) in a moment described by SBS broadcast commentator Simon Hill as `` well , it just had to be Harry '' .",,0,Lucas Neill .
1096,Australia_national_football_team,"Niko Kovac gave Croatia a 2-1 lead after halftime before Australia equalised again through Harry Kewell ( 79 ' ) in a moment described by SBS broadcast commentator Simon Hill as `` well , it just had to be Harry '' .",,1,Harry Kewell .
1097,Australia_national_football_team,"Niko Kovac gave Croatia a 2-1 lead after halftime before Australia equalised again through Harry Kewell ( 79 ' ) in a moment described by SBS broadcast commentator Simon Hill as `` well , it just had to be Harry '' .",,0,Craig Moore .
1098,Australia_national_football_team,"On 12 June , the Socceroos defeated Japan 3-1 in their opening game in Kaiserslautern , with Tim Cahill scoring two goals ( 84 ' , 89 ' ) and John Aloisi scoring one ( 92 + ' ) in the last eight minutes to claim their first World Cup finals victory .",,0,Mark Bresciano .
1099,Australia_national_football_team,"On 12 June , the Socceroos defeated Japan 3-1 in their opening game in Kaiserslautern , with Tim Cahill scoring two goals ( 84 ' , 89 ' ) and John Aloisi scoring one ( 92 + ' ) in the last eight minutes to claim their first World Cup finals victory .",,0,Vince Grella .
1100,Australia_national_football_team,"On 12 June , the Socceroos defeated Japan 3-1 in their opening game in Kaiserslautern , with Tim Cahill scoring two goals ( 84 ' , 89 ' ) and John Aloisi scoring one ( 92 + ' ) in the last eight minutes to claim their first World Cup finals victory .",,1,Tim Cahill .
1101,Australia_national_football_team,"On 12 June , the Socceroos defeated Japan 3-1 in their opening game in Kaiserslautern , with Tim Cahill scoring two goals ( 84 ' , 89 ' ) and John Aloisi scoring one ( 92 + ' ) in the last eight minutes to claim their first World Cup finals victory .",,0,Lucas Neill .
1102,Australia_national_football_team,Scott Chipperfield 's run was unmarked and he comfortably headed in a Luke Wilkshire cross .,,0,Mark Milligan .
1103,Australia_national_football_team,Scott Chipperfield 's run was unmarked and he comfortably headed in a Luke Wilkshire cross .,,0,Jade North .
1104,Australia_national_football_team,Scott Chipperfield 's run was unmarked and he comfortably headed in a Luke Wilkshire cross .,,1,Luke Wilkshire .
1105,Australia_national_football_team,Scott Chipperfield 's run was unmarked and he comfortably headed in a Luke Wilkshire cross .,,0,Nick Carle .
1106,Australia_national_football_team,Scott Chipperfield 's run was unmarked and he comfortably headed in a Luke Wilkshire cross .,,0,Harry Kewell .
1107,Australia_national_football_team,Scott Chipperfield 's run was unmarked and he comfortably headed in a Luke Wilkshire cross .,,0,Craig Moore .
1108,Australia_national_football_team,Scott Chipperfield 's run was unmarked and he comfortably headed in a Luke Wilkshire cross .,,1,Scott Chipperfield .
1109,Australia_national_football_team,Scott Chipperfield 's run was unmarked and he comfortably headed in a Luke Wilkshire cross .,,0,Scott McDonald .
1110,Australia_national_football_team,Australia 's final warm up game before beginning their World Cup campaign was against United States with Australia suffering a 3-1 defeat and Tim Cahill scoring the only goal .,,0,Mark Bresciano .
1111,Australia_national_football_team,Australia 's final warm up game before beginning their World Cup campaign was against United States with Australia suffering a 3-1 defeat and Tim Cahill scoring the only goal .,,0,Vince Grella .
1112,Australia_national_football_team,Australia 's final warm up game before beginning their World Cup campaign was against United States with Australia suffering a 3-1 defeat and Tim Cahill scoring the only goal .,,1,Tim Cahill .
1113,Australia_national_football_team,Australia 's final warm up game before beginning their World Cup campaign was against United States with Australia suffering a 3-1 defeat and Tim Cahill scoring the only goal .,,0,Lucas Neill .
1114,Australia_national_football_team,"After a lacklustre first half , the Socceroos scored two goals with a Josh Kennedy header in the 66th minute and a Harry Kewell penalty in the 73rd minute after Richard Garcia was taken down in the penalty box .",,0,Rhys Williams .
1115,Australia_national_football_team,"After a lacklustre first half , the Socceroos scored two goals with a Josh Kennedy header in the 66th minute and a Harry Kewell penalty in the 73rd minute after Richard Garcia was taken down in the penalty box .",,0,Michael Beauchamp .
1116,Australia_national_football_team,"After a lacklustre first half , the Socceroos scored two goals with a Josh Kennedy header in the 66th minute and a Harry Kewell penalty in the 73rd minute after Richard Garcia was taken down in the penalty box .",,1,Josh Kennedy .
1117,Australia_national_football_team,"After a lacklustre first half , the Socceroos scored two goals with a Josh Kennedy header in the 66th minute and a Harry Kewell penalty in the 73rd minute after Richard Garcia was taken down in the penalty box .",,0,Mile Jedinak .
1118,Australia_national_football_team,"After a lacklustre first half , the Socceroos scored two goals with a Josh Kennedy header in the 66th minute and a Harry Kewell penalty in the 73rd minute after Richard Garcia was taken down in the penalty box .",,0,Tim Cahill .
1119,Australia_national_football_team,"After a lacklustre first half , the Socceroos scored two goals with a Josh Kennedy header in the 66th minute and a Harry Kewell penalty in the 73rd minute after Richard Garcia was taken down in the penalty box .",,0,Lucas Neill .
1120,Australia_national_football_team,"After a lacklustre first half , the Socceroos scored two goals with a Josh Kennedy header in the 66th minute and a Harry Kewell penalty in the 73rd minute after Richard Garcia was taken down in the penalty box .",,1,Harry Kewell .
1121,Australia_national_football_team,"After a lacklustre first half , the Socceroos scored two goals with a Josh Kennedy header in the 66th minute and a Harry Kewell penalty in the 73rd minute after Richard Garcia was taken down in the penalty box .",,0,Craig Moore .
1122,Australia_national_football_team,Australia played poorly with Vince Grella and Tim Cahill both performing dangerous tackles on Leo Bertos which could have earned red cards in competitive fixtures .,,0,Jason Culina .
1123,Australia_national_football_team,Australia played poorly with Vince Grella and Tim Cahill both performing dangerous tackles on Leo Bertos which could have earned red cards in competitive fixtures .,,0,Mark Bresciano .
1124,Australia_national_football_team,Australia played poorly with Vince Grella and Tim Cahill both performing dangerous tackles on Leo Bertos which could have earned red cards in competitive fixtures .,,1,Vince Grella .
1125,Australia_national_football_team,Australia played poorly with Vince Grella and Tim Cahill both performing dangerous tackles on Leo Bertos which could have earned red cards in competitive fixtures .,,1,Tim Cahill .
1129,Australia_national_football_team,Australia played poorly with Vince Grella and Tim Cahill both performing dangerous tackles on Leo Bertos which could have earned red cards in competitive fixtures .,,0,Lucas Neill .
1130,Australia_national_football_team,The Australia national association football team represents Australia in international association football competitions .,,0,Tim Oar .
1131,Australia_national_football_team,Its official nickname is the `` Socceroos '' .,,0,Australia national football team is the national football team of Australia .
1132,Australia_national_football_team,Its official nickname is the `` Socceroos '' .,,1,Its official nickname is `` the Socceroos '' .
1133,Australia_national_football_team,Its official nickname is the `` Socceroos '' .,,0,"The team is under the control of the Football Federation Australia ( FFA ) , which is a member of the Asian Football Confederation ."
1134,Australia_national_football_team,"Currently , Australia is an invitee member of ASEAN Football Federation .",,0,Its official nickname is `` the Socceroos '' .
1135,Australia_national_football_team,"Currently , Australia is an invitee member of ASEAN Football Federation .",,0,"The team is under the control of the Football Federation Australia ( FFA ) , which is a member of the Asian Football Confederation ."
1136,Australia_national_football_team,"Currently , Australia is an invitee member of ASEAN Football Federation .",,1,It has also been invited to join the ASEAN Football Federation .
1137,Australia_national_football_team,"Currently , Australia is an invitee member of ASEAN Football Federation .",,0,Australia 's Youth teams play in the ASEAN Youth Tournaments .
1138,Australia_national_football_team,"In South Africa , Australia played another warm up game against Denmark in Johannesburg and won 1-0 , a single goal from towering striker Joshua Kennedy proving to be decisive .",,0,Rhys Williams .
1139,Australia_national_football_team,"In South Africa , Australia played another warm up game against Denmark in Johannesburg and won 1-0 , a single goal from towering striker Joshua Kennedy proving to be decisive .",,0,Michael Beauchamp .
1140,Australia_national_football_team,"In South Africa , Australia played another warm up game against Denmark in Johannesburg and won 1-0 , a single goal from towering striker Joshua Kennedy proving to be decisive .",,1,Josh Kennedy .
1141,Australia_national_football_team,"In South Africa , Australia played another warm up game against Denmark in Johannesburg and won 1-0 , a single goal from towering striker Joshua Kennedy proving to be decisive .",,0,Mile Jedinak .
1142,Australia_national_football_team,The Socceroos then traveled to Saudi Arabia the match was expected to be Australia 's toughest match in the group but the Socceroos put in a good performance and ran out 3-1 winners with Josh Kennedy netting twice and Luke Wilkshire converting from the penalty spot .,,0,Rhys Williams .
1143,Australia_national_football_team,The Socceroos then traveled to Saudi Arabia the match was expected to be Australia 's toughest match in the group but the Socceroos put in a good performance and ran out 3-1 winners with Josh Kennedy netting twice and Luke Wilkshire converting from the penalty spot .,,0,Michael Beauchamp .
1144,Australia_national_football_team,The Socceroos then traveled to Saudi Arabia the match was expected to be Australia 's toughest match in the group but the Socceroos put in a good performance and ran out 3-1 winners with Josh Kennedy netting twice and Luke Wilkshire converting from the penalty spot .,,1,Josh Kennedy .
1145,Australia_national_football_team,The Socceroos then traveled to Saudi Arabia the match was expected to be Australia 's toughest match in the group but the Socceroos put in a good performance and ran out 3-1 winners with Josh Kennedy netting twice and Luke Wilkshire converting from the penalty spot .,,0,Mile Jedinak .
1146,Australia_national_football_team,The Socceroos then traveled to Saudi Arabia the match was expected to be Australia 's toughest match in the group but the Socceroos put in a good performance and ran out 3-1 winners with Josh Kennedy netting twice and Luke Wilkshire converting from the penalty spot .,,0,Mark Milligan .
1147,Australia_national_football_team,The Socceroos then traveled to Saudi Arabia the match was expected to be Australia 's toughest match in the group but the Socceroos put in a good performance and ran out 3-1 winners with Josh Kennedy netting twice and Luke Wilkshire converting from the penalty spot .,,0,Jade North .
1148,Australia_national_football_team,The Socceroos then traveled to Saudi Arabia the match was expected to be Australia 's toughest match in the group but the Socceroos put in a good performance and ran out 3-1 winners with Josh Kennedy netting twice and Luke Wilkshire converting from the penalty spot .,,1,Luke Wilkshire .
1149,Australia_national_football_team,The Socceroos then traveled to Saudi Arabia the match was expected to be Australia 's toughest match in the group but the Socceroos put in a good performance and ran out 3-1 winners with Josh Kennedy netting twice and Luke Wilkshire converting from the penalty spot .,,0,Nick Carle .
1150,Australia_national_football_team,"Australia were drawn into Group D of the 2010 FIFA World Cup , featuring three-time world champion Germany , Ghana and Serbia .",,0,"FIFA Rankings show the Australian National Football team is one of the strongest countries in Asia , and is currently ranked 20th in the world by FIFA ."
1151,Australia_national_football_team,"Australia were drawn into Group D of the 2010 FIFA World Cup , featuring three-time world champion Germany , Ghana and Serbia .",,0,Australia made it to the round of 16 in the 2006 World Cup held in Germany and were knocked out in controversial circumstances by eventual champions Italy .
1152,Australia_national_football_team,"Australia were drawn into Group D of the 2010 FIFA World Cup , featuring three-time world champion Germany , Ghana and Serbia .",,1,Australia 's 2010 world cup finals campaign was also blighted by controversial and mostly incorrect refereeing decisions and lead to the teams eventual elimination in the group stages despite a 2-1 win over a higher ranked Serbian team and a draw against Ghana .
1153,Australia_national_football_team,"Australia were drawn into Group D of the 2010 FIFA World Cup , featuring three-time world champion Germany , Ghana and Serbia .",,0,Australia will now prepare for the Asian cup in early 2011 and the 2014 world cup qualification .
1154,Australia_national_football_team,"Despite trailing 1-0 at half-time , Australia managed to equalize through Dario Vidosic in the second half , with Brett Holman scoring the winner in injury time for a 2-1 victory .",,0,Josh Kennedy .
1155,Australia_national_football_team,"Despite trailing 1-0 at half-time , Australia managed to equalize through Dario Vidosic in the second half , with Brett Holman scoring the winner in injury time for a 2-1 victory .",,0,Mile Jedinak .
1156,Australia_national_football_team,"Despite trailing 1-0 at half-time , Australia managed to equalize through Dario Vidosic in the second half , with Brett Holman scoring the winner in injury time for a 2-1 victory .",,1,Dario Vidosic .
1157,Australia_national_football_team,"Despite trailing 1-0 at half-time , Australia managed to equalize through Dario Vidosic in the second half , with Brett Holman scoring the winner in injury time for a 2-1 victory .",,0,Nikita Rukavytsya .
1158,Australia_national_football_team,"Australia were comprehensively defeated 4-0 , with goals by Podolski and Klose in the first half , followed by two more goals in the second half after Australia was reduced to ten men , due to Tim Cahill being sent off with a straight red card for a tackle from behind on Bastian Schweinsteiger .",,0,Mark Bresciano .
1159,Australia_national_football_team,"Australia were comprehensively defeated 4-0 , with goals by Podolski and Klose in the first half , followed by two more goals in the second half after Australia was reduced to ten men , due to Tim Cahill being sent off with a straight red card for a tackle from behind on Bastian Schweinsteiger .",,0,Vince Grella .
1160,Australia_national_football_team,"Australia were comprehensively defeated 4-0 , with goals by Podolski and Klose in the first half , followed by two more goals in the second half after Australia was reduced to ten men , due to Tim Cahill being sent off with a straight red card for a tackle from behind on Bastian Schweinsteiger .",,1,Tim Cahill .
1161,Australia_national_football_team,"Australia were comprehensively defeated 4-0 , with goals by Podolski and Klose in the first half , followed by two more goals in the second half after Australia was reduced to ten men , due to Tim Cahill being sent off with a straight red card for a tackle from behind on Bastian Schweinsteiger .",,0,Lucas Neill .
1162,Australia_national_football_team,"However , thirteen days later Adam Federici and Chris Herd withdrew due to injury , meaning the squad was reduced to 25 , with the pair being replaced by only Mitchell Langerak .",,0,Brad Jones .
1163,Australia_national_football_team,"However , thirteen days later Adam Federici and Chris Herd withdrew due to injury , meaning the squad was reduced to 25 , with the pair being replaced by only Mitchell Langerak .",,0,Mark Schwarzer .
1164,Australia_national_football_team,"However , thirteen days later Adam Federici and Chris Herd withdrew due to injury , meaning the squad was reduced to 25 , with the pair being replaced by only Mitchell Langerak .",,1,Adam Federici .
1165,Australia_national_football_team,"However , thirteen days later Adam Federici and Chris Herd withdrew due to injury , meaning the squad was reduced to 25 , with the pair being replaced by only Mitchell Langerak .",,0,Eugene Galekovic .
1166,Australia_national_football_team,Josh Kennedy and Alex Brousque canceled out Teerasil 's strike to give Australia a 2-1 win .,,0,Rhys Williams .
1167,Australia_national_football_team,Josh Kennedy and Alex Brousque canceled out Teerasil 's strike to give Australia a 2-1 win .,,0,Michael Beauchamp .
1168,Australia_national_football_team,Josh Kennedy and Alex Brousque canceled out Teerasil 's strike to give Australia a 2-1 win .,,1,Josh Kennedy .
1169,Australia_national_football_team,Josh Kennedy and Alex Brousque canceled out Teerasil 's strike to give Australia a 2-1 win .,,0,Mile Jedinak .
1170,Australia_national_football_team,"In their 3rd out of 6 qualifiers on Sunday , 1 June , Australia beat Iraq at Suncorp Stadium , Brisbane , 1-0 , with a headed goal from Harry Kewell proving the difference between the two teams early in the 2nd half of play .",,0,Tim Cahill .
1171,Australia_national_football_team,"In their 3rd out of 6 qualifiers on Sunday , 1 June , Australia beat Iraq at Suncorp Stadium , Brisbane , 1-0 , with a headed goal from Harry Kewell proving the difference between the two teams early in the 2nd half of play .",,0,Lucas Neill .
1172,Australia_national_football_team,"In their 3rd out of 6 qualifiers on Sunday , 1 June , Australia beat Iraq at Suncorp Stadium , Brisbane , 1-0 , with a headed goal from Harry Kewell proving the difference between the two teams early in the 2nd half of play .",,1,Harry Kewell .
1173,Australia_national_football_team,"In their 3rd out of 6 qualifiers on Sunday , 1 June , Australia beat Iraq at Suncorp Stadium , Brisbane , 1-0 , with a headed goal from Harry Kewell proving the difference between the two teams early in the 2nd half of play .",,0,Craig Moore .
1174,Australia_national_football_team,"They then proceeded to beat Qatar 4-0 at Suncorp Stadium , Brisbane , to go top of the group , with goals scored by Tim Cahill and Josh Kennedy with Brett Emerton scoring a brace for the home side .",,0,Rhys Williams .
1175,Australia_national_football_team,"They then proceeded to beat Qatar 4-0 at Suncorp Stadium , Brisbane , to go top of the group , with goals scored by Tim Cahill and Josh Kennedy with Brett Emerton scoring a brace for the home side .",,0,Michael Beauchamp .
1176,Australia_national_football_team,"They then proceeded to beat Qatar 4-0 at Suncorp Stadium , Brisbane , to go top of the group , with goals scored by Tim Cahill and Josh Kennedy with Brett Emerton scoring a brace for the home side .",,1,Josh Kennedy .
1177,Australia_national_football_team,"They then proceeded to beat Qatar 4-0 at Suncorp Stadium , Brisbane , to go top of the group , with goals scored by Tim Cahill and Josh Kennedy with Brett Emerton scoring a brace for the home side .",,0,Mile Jedinak .
1178,Australia_national_football_team,"They then proceeded to beat Qatar 4-0 at Suncorp Stadium , Brisbane , to go top of the group , with goals scored by Tim Cahill and Josh Kennedy with Brett Emerton scoring a brace for the home side .",,0,Mark Bresciano .
1179,Australia_national_football_team,"They then proceeded to beat Qatar 4-0 at Suncorp Stadium , Brisbane , to go top of the group , with goals scored by Tim Cahill and Josh Kennedy with Brett Emerton scoring a brace for the home side .",,0,Vince Grella .
1180,Australia_national_football_team,"They then proceeded to beat Qatar 4-0 at Suncorp Stadium , Brisbane , to go top of the group , with goals scored by Tim Cahill and Josh Kennedy with Brett Emerton scoring a brace for the home side .",,1,Tim Cahill .
1181,Australia_national_football_team,"They then proceeded to beat Qatar 4-0 at Suncorp Stadium , Brisbane , to go top of the group , with goals scored by Tim Cahill and Josh Kennedy with Brett Emerton scoring a brace for the home side .",,0,Lucas Neill .
1182,Australia_national_football_team,"After a number of promising games under new manager , Holger Osieck , including a highly successful 2011 Asian Cup campaign , preparations got underway for the 2014 FIFA World Cup qualification ( AFC ) .",,0,Australia made it to the round of 16 in the 2006 World Cup held in Germany and were knocked out in controversial circumstances by eventual champions Italy .
1183,Australia_national_football_team,"After a number of promising games under new manager , Holger Osieck , including a highly successful 2011 Asian Cup campaign , preparations got underway for the 2014 FIFA World Cup qualification ( AFC ) .",,0,Australia 's 2010 world cup finals campaign was also blighted by controversial and mostly incorrect refereeing decisions and lead to the teams eventual elimination in the group stages despite a 2-1 win over a higher ranked Serbian team and a draw against Ghana .
1184,Australia_national_football_team,"After a number of promising games under new manager , Holger Osieck , including a highly successful 2011 Asian Cup campaign , preparations got underway for the 2014 FIFA World Cup qualification ( AFC ) .",,1,Australia will now prepare for the Asian cup in early 2011 and the 2014 world cup qualification .
1185,Australia_national_football_team,"After a number of promising games under new manager , Holger Osieck , including a highly successful 2011 Asian Cup campaign , preparations got underway for the 2014 FIFA World Cup qualification ( AFC ) .",,0,"The Socceroos 2010 World Cup Squad , coached by Pim Verbeek , includes the following players : James Holland ."
1186,Australia_national_football_team,"Australia 's first game as a member of the AFC was on 22 February , a 3-1 win away to Bahrain in the 2007 AFC Asian Cup qualification .",,0,Australia national football team is the national football team of Australia .
1187,Australia_national_football_team,"Australia 's first game as a member of the AFC was on 22 February , a 3-1 win away to Bahrain in the 2007 AFC Asian Cup qualification .",,0,Its official nickname is `` the Socceroos '' .
1188,Australia_national_football_team,"Australia 's first game as a member of the AFC was on 22 February , a 3-1 win away to Bahrain in the 2007 AFC Asian Cup qualification .",,1,"The team is under the control of the Football Federation Australia ( FFA ) , which is a member of the Asian Football Confederation ."
1189,Australia_national_football_team,"Australia 's first game as a member of the AFC was on 22 February , a 3-1 win away to Bahrain in the 2007 AFC Asian Cup qualification .",,0,It has also been invited to join the ASEAN Football Federation .
1190,Australia_national_football_team,Australia was duly entered into the 2007 AFC Asian Cup qualification .,,0,Australia national football team is the national football team of Australia .
1191,Australia_national_football_team,Australia was duly entered into the 2007 AFC Asian Cup qualification .,,0,Its official nickname is `` the Socceroos '' .
1192,Australia_national_football_team,Australia was duly entered into the 2007 AFC Asian Cup qualification .,,1,"The team is under the control of the Football Federation Australia ( FFA ) , which is a member of the Asian Football Confederation ."
1193,Australia_national_football_team,Australia was duly entered into the 2007 AFC Asian Cup qualification .,,0,It has also been invited to join the ASEAN Football Federation .
1194,Angers,"Bamako , Mali , since 1974 .",,0,"Angers is twinned with : Haarlem , Netherlands , since 1964 ."
1195,Angers,"Bamako , Mali , since 1974 .",,0,"Osnabrück , Germany , since 1964 ."
1196,Angers,"Bamako , Mali , since 1974 .",,1,"Bamako , Mali , since 1974 ."
1197,Angers,"Bamako , Mali , since 1974 .",,0,"Pisa , Italy , since 1982 ."
1198,Angers,Angers was once the capital of the historic province of Anjou .,,0,Angers is a city in the west of France .
1199,Angers,Angers was once the capital of the historic province of Anjou .,,0,"Around 160,000 inhabitants live inside the city and 300,000 live in the metropolitan area ."
1200,Angers,Angers was once the capital of the historic province of Anjou .,,1,It is the capital of the historical province called Anjou .
1201,Angers,Angers was once the capital of the historic province of Anjou .,,0,"Nowadays , the name of Anjou is Maine-et-Loire ."
1202,Angers,"The city , while under Roman rule , was called Juliomagus .",,0,The inhabitants of Angers and of Anjou are called ` angevins ' .
1203,Angers,"The city , while under Roman rule , was called Juliomagus .",,0,The city existed before the Roman Empire .
1204,Angers,"The city , while under Roman rule , was called Juliomagus .",,1,"After the Roman conquest , the city was called Juliomagus ."
1205,Angers,"The city , while under Roman rule , was called Juliomagus .",,0,Angers was an important french city during the Middle-Ages .
1206,Angers,"Yantai , China , since 2006 .",,0,"Södertälje , Sweden , since 1998 ."
1207,Angers,"Yantai , China , since 2006 .",,0,"Seville , Spain , since 2000 ."
1208,Angers,"Yantai , China , since 2006 .",,1,"Yantai , China , since 2006 ."
1209,Angers,"Austin , Texas , USA , since 2011 .",,0,Angers is a city in the west of France .
1210,Angers,Coordinates : 47 ° 28 ′ 25 ″ N 0 ° 33 ′ 15 ″ W \/ 47.4736 ° N 0.5542 ° W \/ 47.4736 ; -0.5542 Angers ( French pronunciation : ( ɑ̃ .,,0,"Seville , Spain , since 2000 ."
1211,Angers,Coordinates : 47 ° 28 ′ 25 ″ N 0 ° 33 ′ 15 ″ W \/ 47.4736 ° N 0.5542 ° W \/ 47.4736 ; -0.5542 Angers ( French pronunciation : ( ɑ̃ .,,0,"Yantai , China , since 2006 ."
1212,Angers,ʒe ) ) is the main city in the Maine-et-Loire department in western France about 300 km ( 190 mi ) south-west of Paris .,,1,Angers is a city in the west of France .
1213,Angers,ʒe ) ) is the main city in the Maine-et-Loire department in western France about 300 km ( 190 mi ) south-west of Paris .,,0,"Around 160,000 inhabitants live inside the city and 300,000 live in the metropolitan area ."
1216,Angers,ʒe ) ) is the main city in the Maine-et-Loire department in western France about 300 km ( 190 mi ) south-west of Paris .,,1,It is the capital of the historical province called Anjou .
1217,Angers,ʒe ) ) is the main city in the Maine-et-Loire department in western France about 300 km ( 190 mi ) south-west of Paris .,,1,"Nowadays , the name of Anjou is Maine-et-Loire ."
1221,Angers,ʒe ) ) is the main city in the Maine-et-Loire department in western France about 300 km ( 190 mi ) south-west of Paris .,,0,The inhabitants of Angers and of Anjou are called ` angevins ' .
1222,Angers,"Angers is located in the French region known by its pre-revolutionary , provincial name , Anjou , and its inhabitants are called Angevins .",,0,Angers is a city in the west of France .
1223,Angers,"Angers is located in the French region known by its pre-revolutionary , provincial name , Anjou , and its inhabitants are called Angevins .",,0,"Around 160,000 inhabitants live inside the city and 300,000 live in the metropolitan area ."
1224,Angers,"Angers is located in the French region known by its pre-revolutionary , provincial name , Anjou , and its inhabitants are called Angevins .",,1,It is the capital of the historical province called Anjou .
1225,Angers,"Angers is located in the French region known by its pre-revolutionary , provincial name , Anjou , and its inhabitants are called Angevins .",,0,"Nowadays , the name of Anjou is Maine-et-Loire ."
1228,Angers,"Angers is located in the French region known by its pre-revolutionary , provincial name , Anjou , and its inhabitants are called Angevins .",,1,The inhabitants of Angers and of Anjou are called ` angevins ' .
1229,Angers,"Angers is located in the French region known by its pre-revolutionary , provincial name , Anjou , and its inhabitants are called Angevins .",,0,The city existed before the Roman Empire .
1230,Angers,"The town is also home to a state university , the University of Angers .",,0,The museum of Beaux-Arts ( a famous Art museum ) and `` Apocalypse Tapestry '' ( the oldest and largest collection of medieval tapestries in the world ) are very famous .
